idstudy;authors;last1;first1;last2;first2;last3;first3;last4;first4;nb_authors;authors_duplicate_stud;title;year;month;ref_journal;journal;field_pub;account_journal;finance_journal;law_journal;business_journal;cross_discipl;scopus_journal_2018;cite_score_year_2018;cite_score_year_2011_18;repec_journals_if_may2020;nb_citations_google_scholar;nb_pages;only1_country;country;region;america;eu;asia;only_usa;china;emg;rule_of_law;common_law;gni_capita_usd;log_gni_capita;log_gdp_capita;fraser_regul;fraser_regul_cred;credit%gdp;mkt_cap_gdp;nb_listed_firms;log_nb_listed_firms;pop;log_list_firm_pop;mkt_liquidity;val_traded_stks;traded_stks_gdp;nom_gdp;log_nom_gdp;trust_wvs;conf_gov_wvs;justice_wvs;begining_period;end_period;avg_year_data;nb_years_data;event;specific_event;accounting_fraud;operational_fraud;reg_secur_fraud;only_account;only_reg_secur_laws;reg_secur_laws_incl_account;source_press;source_firm;source_reg;alleged_fraud;investigation;regulatory_proc;stock_mkt_proc;class_action;lawsuits;settlements;accounting_restatement;verdict_sanction;estimation_window_y;estimation_window;start_estim_w;end_estim_w;event_window;start_event_w;end_event_w;length_event_w;data_type;methodology;model;mkt_model;source_crsp;market_index;mkt_index_val_weight;main_sector;main_sect_indus;main_sect_financ;initial_sample_size;sample_size;confound_event_y;initial_sample_size_y;nb_ests_perstudy;caar;event_w_begin;event_w_end;exotic_ew;before_event0;event0;after_event0;coef_impact;coef_impact_day;signif;level_signif;star_y;t_stat_y;z_stat_y;p_val_y;other_stat_y;t_stat;t_stat_wcs;p_val;z_stat;standard_error;standard_error_wcs;standard_error_wcs_day;standard_dev;lt_caar;cross_sectional_reg;reputational_estimate;before_event;before_incl_event;EC;after_incl_event;around_event;around_ev_+-;after_event;nb_ests_perstudy_usa;nb_ests_perstudy_nonusa;nb_ests_perstudy_account;nb_ests_perstudy_nonaccount;only_star
32;Chen, Firth, Gao, Rui (2005);Chen;G;Firth;OM;Gao;N;Rui;O;4;1;Is China?s securities regulatory agency a toothless tiger? Evidence from enforcement actions;2005;0;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;0.065;228;38;1;CN;c;0;0;1;0;1;1;-0.5124452;0;1010;6.91770561;0.051746023;4.823071683;6.392590482;121.6599229;30.89697574;1154;7.050989447;1271.85;-0.097238365;75.6370171;462.7795;0.345513647;1339.395719;7.199973835;52.5;56.7;55.6;1999;2003;2001;5;0;Public condemnation;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;"[-280;-31]";-280;-31;"[-2;+2]";-2;2;5;Daily stock returns;Event study ;Market model;1;0;Value-weighted market return (Shanghai or Shenzen);1;Industrial & manufacturing;1;0;na;169;0;0;10;"CAAR[-2;+2]";-2;2;0;1;1;1;-0.0224;-0.00448;1;0.01;1;0;1;0;0;0;-4.31;0;-4.31;0;0.005197216;0.001039443;0;0;1;1;0;0;0;0;1;1;0;0;10;0;10;0
32;Chen, Firth, Gao, Rui (2005);Chen;G;Firth;OM;Gao;N;Rui;O;4;1;Is China?s securities regulatory agency a toothless tiger? Evidence from enforcement actions;2005;0;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;0.065;228;38;1;CN;c;0;0;1;0;1;1;-0.5124452;0;1010;6.91770561;0.051746023;4.823071683;6.392590482;121.6599229;30.89697574;1154;7.050989447;1271.85;-0.097238365;75.6370171;462.7795;0.345513647;1339.395719;7.199973835;52.5;56.7;55.6;1999;2003;2001;5;0;warning;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;"[-280;-31]";-280;-31;"[-2;+2]";-2;2;5;Daily stock returns;Event study ;Market model;1;0;Value-weighted market return (Shanghai or Shenzen);1;Industrial & manufacturing;1;0;na;169;0;0;10;"CAAR[-1;+1]";-1;1;0;1;1;1;0.0032;0.001066667;0;0;1;0;1;0;0;0;0.45;0;0.45;0;0.007111111;0.00237037;0;0;1;1;0;0;0;0;1;1;0;0;10;0;10;0
32;Chen, Firth, Gao, Rui (2005);Chen;G;Firth;OM;Gao;N;Rui;O;4;1;Is China?s securities regulatory agency a toothless tiger? Evidence from enforcement actions;2005;0;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;0.065;228;38;1;CN;c;0;0;1;0;1;1;-0.5124452;0;1010;6.91770561;0.051746023;4.823071683;6.392590482;121.6599229;30.89697574;1154;7.050989447;1271.85;-0.097238365;75.6370171;462.7795;0.345513647;1339.395719;7.199973835;52.5;56.7;55.6;1999;2003;2001;5;0;warning;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;"[-280;-31]";-280;-31;"[-2;+2]";-2;2;5;Daily stock returns;Event study ;Market model;1;0;Value-weighted market return (Shanghai or Shenzen);1;Industrial & manufacturing;1;0;na;169;0;0;10;"CAAR[-2;+2]";-2;2;0;1;1;1;-0.011;-0.0022;0;0;1;0;1;0;0;0;-0.19;0;-0.19;0;0.057894737;0.011578947;0;0;1;1;0;0;0;0;1;1;0;0;10;0;10;0
32;Chen, Firth, Gao, Rui (2005);Chen;G;Firth;OM;Gao;N;Rui;O;4;1;Is China?s securities regulatory agency a toothless tiger? Evidence from enforcement actions;2005;0;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;0.065;228;38;1;CN;c;0;0;1;0;1;1;-0.5124452;0;1010;6.91770561;0.051746023;4.823071683;6.392590482;121.6599229;30.89697574;1154;7.050989447;1271.85;-0.097238365;75.6370171;462.7795;0.345513647;1339.395719;7.199973835;52.5;56.7;55.6;1999;2003;2001;5;0;Fine;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;"[-280;-31]";-280;-31;"[-2;+2]";-2;2;5;Daily stock returns;Event study ;Market model;1;0;Value-weighted market return (Shanghai or Shenzen);1;Industrial & manufacturing;1;0;na;169;0;0;10;"CAAR[-1;+1]";-1;1;0;1;1;1;0.0029;0.000966667;0;0;1;0;1;0;0;0;0.49;0;0.49;0;0.005918367;0.001972789;0;0;1;1;0;0;0;0;1;1;0;0;10;0;10;0
32;Chen, Firth, Gao, Rui (2005);Chen;G;Firth;OM;Gao;N;Rui;O;4;1;Is China?s securities regulatory agency a toothless tiger? Evidence from enforcement actions;2005;0;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;0.065;228;38;1;CN;c;0;0;1;0;1;1;-0.5124452;0;1010;6.91770561;0.051746023;4.823071683;6.392590482;121.6599229;30.89697574;1154;7.050989447;1271.85;-0.097238365;75.6370171;462.7795;0.345513647;1339.395719;7.199973835;52.5;56.7;55.6;1999;2003;2001;5;0;Fine;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;"[-280;-31]";-280;-31;"[-2;+2]";-2;2;5;Daily stock returns;Event study ;Market model;1;0;Value-weighted market return (Shanghai or Shenzen);1;Industrial & manufacturing;1;0;na;169;0;0;10;"CAAR[-2;+2]";-2;2;0;1;1;1;-0.0217;-0.00434;0;0;1;0;1;0;0;0;-1.41;0;-1.41;0;0.015390071;0.003078014;0;0;1;1;0;0;0;0;1;1;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.184329634;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1223;0;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Regulator Sanction and Enforcement Information by CSRC (public condemnation and public criticism);Corporate disclosure date of Regulator Sanction ;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;61;1;1;10;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.02;-0.006666667;1;0;0;0;0;1;0;0;-2.915;0.004;0;0;0.006861063;0.002287021;0;0;1;0;0;0;0;0;1;1;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Regulator Sanction and Enforcement Information by CSRC (public condemnation and public criticism);Corporate disclosure date of Regulator Sanction ;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;61;1;1;10;AAR[0];0;0;0;0;1;0;-0.022;-0.022;1;0;0;0;0;1;0;0;-3.46;0;0;0;0.006358382;0.006358382;0;0;1;0;0;0;1;0;0;0;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Regulator Sanction and Enforcement Information by CSRC (public condemnation and public criticism);CSRC internal proc of approval of sanction and enforcement info (on avg 15 days);0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;61;1;1;10;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0026;-0.000866667;0;0;0;0;0;1;0;0;-0.679;0.635;0;0;0.003829161;0.001276387;0;0;1;0;0;0;0;0;1;1;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Regulator Sanction and Enforcement Information by CSRC (public condemnation and public criticism);CSRC internal proc of approval of sanction and enforcement info (on avg 15 days);0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;61;1;1;10;AAR[0];0;0;0;0;1;0;-0.0068;-0.0068;1;0;0;0;0;1;0;0;-2.39;0.02;0;0;0.002845188;0.002845188;0;0;1;0;0;0;1;0;0;0;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Sanction and Enforcement Information by Shenzhen and Shanghai stock exchanges (public condemnation and public criticism);communication by the stock market and the firm (same day);0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;54;1;1;10;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0187;-0.006233333;1;0;0;0;0;1;0;0;-3.232;0.002;0;0;0.005785891;0.00192863;0;0;1;0;0;0;0;0;1;1;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Sanction and Enforcement Information by Shenzhen and Shanghai stock exchanges (public condemnation and public criticism);communication by the stock market and the firm (same day);0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;54;1;1;10;AAR[0];0;0;0;0;1;0;-0.018;-0.018;1;0;0;0;0;1;0;0;-3.496;0;0;0;0.005148741;0.005148741;0;0;1;0;0;0;1;0;0;0;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Sanction and Enforcement Information by Shenzhen and Shanghai stock exchanges (public condemnation and public criticism);communication by the stock market (and then the firm);0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;87;1;1;10;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0164;-0.005466667;1;0;0;0;0;1;0;0;-3.416;0.001;0;0;0.004800937;0.001600312;0;0;1;0;0;0;0;0;1;1;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Sanction and Enforcement Information by Shenzhen and Shanghai stock exchanges (public condemnation and public criticism);communication by the stock market (and then the firm);0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;87;1;1;10;AAR[0];0;0;0;0;1;0;-0.0082;-0.0082;1;0;0;0;0;1;0;0;-2.915;0.003;0;0;0.002813036;0.002813036;0;0;1;0;0;0;1;0;0;0;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Sanction and Enforcement Information by Shenzhen and Shanghai stock exchanges (public condemnation and public criticism);Communication by the firm (after the stock market);0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;31;1;1;10;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0071;-0.002366667;0;0;0;0;0;1;0;0;-0.854;0.333;0;0;0.008313817;0.002771272;0;0;1;0;0;0;0;0;1;1;0;0;10;0;10;0
33;Firth, Rui, Wu (2009);Firth;M;Rui;OM;Wu;X;0;0;3;1;The Timeliness and consequences of Disseminating Public Information by Regulators;2009;3.5;1;Journal of Accounting and Public Policy;accounting;1;0;0;0;1;1;3.41;1.82;5.668;29;15;1;CN;c;0;0;1;0;1;1;-0.4977296;0;1110;7.012115294;0.138463962;5.036101151;6.396581165;141.8241721;30.89697574;1223;7.109062136;1280.4;-0.045865672;75.6370171;338.2082;0.229987553;1470.550015;7.29339177;52.5;56.7;55.6;1999;2005;2002;7;Sanction and Enforcement Information by Shenzhen and Shanghai stock exchanges (public condemnation and public criticism);Communication by the firm (after the stock market);0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;NA;0;0;"[-2;+2]";-2;2;5;Daily returns (including reinvested  dividends);Daily event study ;Market adjusted model. Difference between daily stock returns and the market return;0;0;na;1;na;0;0;287;31;1;1;10;AAR[0];0;0;0;0;1;0;0.0017;0.0017;0;0;0;0;0;1;0;0;-0.683;0.565;0;0;0.002489019;0.002489019;0;0;1;0;0;0;1;0;0;0;0;0;10;0;10;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;0;1;Columbia Law Review ;law;0;0;1;0;1;0;0;0;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;"""Public criticisms"" by the Shanghai and Shenzhen Stock Exchanges (i.e. 1 of the 4 regulatory tools to ""sanction"" listed companies: oral warnings, letters of oversight and supervision, notices of criticisms, public criticisms, and only one made public) Publication of the public criticism in one of China?s three major securities industry newspapers";Public criticism (regulatory);0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;68;0;1;8;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0207;-0.0069;1;0.01;1;0;1;0;0;0;-3.68;0;-3.68;0;0.005625;0.001875;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;0;1;Columbia Law Review ;law;0;0;1;0;0;0;0;0;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;"""Public criticisms"" by the Shanghai and Shenzhen Stock Exchanges (i.e. 1 of the 4 regulatory tools to ""sanction"" listed companies: oral warnings, letters of oversight and supervision, notices of criticisms, public criticisms, and only one made public) Publication of the public criticism in one of China?s three major securities industry newspapers";Public criticism (regulatory);0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;68;0;1;8;"CAAR[-2;+2]";-2;2;0;1;1;1;-0.0272;-0.00544;1;0.01;1;0;1;0;0;0;-3.75;0;-3.75;0;0.007253333;0.001450667;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;5;1;Columbia Law Review ;law;0;0;1;0;0;1;1.34;1.77;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;0;Public criticism  (regulatory);0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;98;0;1;8;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0096;-0.0032;1;0.05;1;0;1;0;0;0;-2.05;0;-2.05;0;0.004682927;0.001560976;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;5;1;Columbia Law Review ;law;0;0;1;0;0;1;1.34;1.77;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;0;Public criticism  (regulatory);0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;98;0;1;8;"CAAR[-2;+2]";-2;2;0;1;1;1;-0.0058;-0.00116;0;0;1;0;1;0;0;0;-0.96;0;-0.96;0;0.006041667;0.001208333;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;5;1;Columbia Law Review ;law;0;0;1;0;0;1;1.34;1.77;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;0;Prior disclosure by firm of the underlying misconduct that eventually resulted in the public criticism;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;90;0;1;8;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0368;-0.012266667;1;0.01;1;0;1;0;0;0;-7.59;0;-7.59;0;0.004848485;0.001616162;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;5;1;Columbia Law Review ;law;0;0;1;0;0;1;1.34;1.77;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;0;Prior disclosure by firm of the underlying misconduct that eventually resulted in the public criticism;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;90;0;1;8;"CAAR[-2;+2]";-2;2;0;1;1;1;-0.0421;-0.00842;1;0.01;1;0;1;0;0;0;-6.72;0;-6.72;0;0.006264881;0.001252976;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;5;1;Columbia Law Review ;law;0;0;1;0;0;1;1.34;1.77;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;0;Prior disclosure by firm of the underlying misconduct that eventually resulted in the public criticism;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;140;0;1;8;"CAAR[-1;+1]";-1;1;0;1;1;1;-0.0364;-0.012133333;1;0.01;1;0;1;0;0;0;-9.4;0;-9.4;0;0.00387234;0.00129078;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
34;Liebman, Milhaupt (2008);Liebman;BL;Milhaupt;CJ;0;0;0;0;2;0;Reputational Sanctions in China?s Securities Market;2008;5;1;Columbia Law Review ;law;0;0;1;0;0;1;1.34;1.77;0;170;55;1;CN;c;0;0;1;0;1;1;-0.52958365;0;1395;7.240649694;0.335745096;4.992116949;6.235424391;144.3883563;26.89710182;1329;7.192182059;1292.2375;0.028051568;94.94077615;449.748885;0.248780028;1807.817485;7.499875587;52.5;56.7;55.6;2001;2006;2003.5;6;0;Prior disclosure by firm of the underlying misconduct that eventually resulted in the public criticism;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;"[-250;-8]";-250;-8;"[-2;+2]";-2;2;5;Daily stock returns;Event study;Market adjusted model;0;0;Shanghai A-share Index;0;electronic and llight manuf industries;1;0;1658;140;0;1;8;"CAAR[-2;+2]";-2;2;0;1;1;1;-0.0396;-0.00792;1;0.01;1;0;1;0;0;0;-7.93;0;-7.93;0;0.004993695;0.000998739;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0
